time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20050412:0610,9.18,0.0,21.32,0.73,23.04,10.22,1.38,0.0
20050412:0710,157.94,20.44,175.78,6.27,32.75,13.75,0.9,0.0
20050412:0810,82.16,0.0,111.71,3.84,41.39,16.25,0.28,0.0
20050412:0910,209.77,10.35,251.02,8.87,48.06,18.3,0.62,0.0
20050412:1010,434.23,223.2,313.34,18.57,51.57,19.64,1.03,0.0
20050412:1110,157.05,0.0,201.25,6.91,50.98,20.55,1.24,0.0
20050412:1210,269.08,60.02,283.69,16.31,46.48,21.14,1.17,0.0
20050412:1310,160.71,0.44,198.47,15.61,39.15,21.39,1.17,0.0
20050412:1410,101.16,0.0,135.76,5.13,30.14,21.22,1.38,0.0
20050412:1510,74.25,0.0,103.95,3.92,20.26,21.0,1.66,0.0
20050412:1610,45.98,0.0,69.82,2.64,10.03,19.95,1.45,0.0
20050412:1710,0.0,0.0,0.0,0.0,-0.12,17.78,1.59,0.0
20050412:1810,0.0,0.0,0.0,0.0,0.0,15.33,1.93,0.0
20050412:1910,0.0,0.0,0.0,0.0,0.0,12.97,1.72,0.0
20050412:2010,0.0,0.0,0.0,0.0,0.0,11.43,1.66,0.0
20050412:2110,0.0,0.0,0.0,0.0,0.0,10.82,1.66,0.0
20050412:2210,0.0,0.0,0.0,0.0,0.0,10.74,1.86,0.0
20050412:2310,0.0,0.0,0.0,0.0,0.0,10.2,2.07,0.0
20050413:0010,0.0,0.0,0.0,0.0,0.0,9.86,2.0,0.0
20050413:0110,0.0,0.0,0.0,0.0,0.0,9.31,1.86,0.0
20050413:0210,0.0,0.0,0.0,0.0,0.0,8.53,1.86,0.0
20050413:0310,0.0,0.0,0.0,0.0,0.0,7.93,1.86,0.0
20050413:0410,0.0,0.0,0.0,0.0,0.0,7.38,1.93,0.0
20050413:0510,78.62,40.99,62.56,2.23,13.18,8.16,1.45,0.0
20050413:0610,16.49,0.0,31.55,1.08,23.36,12.04,0.76,0.0
20050413:0710,557.15,484.01,202.11,13.12,33.08,14.92,0.69,0.0
20050413:0810,563.06,444.17,248.54,16.55,41.74,16.53,1.24,0.0
20050413:0910,589.25,514.88,211.44,20.68,48.42,17.57,1.52,0.0
20050413:1010,515.83,443.93,189.48,22.61,51.93,18.5,1.38,0.0
20050413:1110,390.35,329.92,152.73,23.14,51.33,19.23,1.45,0.0
20050413:1210,274.99,41.22,303.83,14.94,46.78,19.64,1.52,0.0
20050413:1310,77.63,2.46,93.61,18.77,39.42,19.73,2.0,0.0
20050413:1410,139.76,0.0,178.43,6.74,30.38,18.26,1.59,0.0
20050413:1510,99.8,0.0,132.66,5.01,20.48,18.8,1.79,0.0
20050413:1610,10.13,0.0,23.27,0.88,10.25,18.16,1.03,0.0
20050413:1710,0.0,0.0,1.55,0.06,0.1,16.26,0.97,0.0
20050413:1810,0.0,0.0,0.0,0.0,0.0,14.1,1.66,0.0
20050413:1910,0.0,0.0,0.0,0.0,0.0,12.97,1.31,0.0
20050413:2010,0.0,0.0,0.0,0.0,0.0,11.86,1.59,0.0
20050413:2110,0.0,0.0,0.0,0.0,0.0,11.29,1.38,0.0
20050413:2210,0.0,0.0,0.0,0.0,0.0,10.52,1.38,0.0
20050413:2310,0.0,0.0,0.0,0.0,0.0,9.76,1.38,0.0
20050414:0010,0.0,0.0,0.0,0.0,0.0,9.19,1.45,0.0
20050414:0110,0.0,0.0,0.0,0.0,0.0,8.45,1.38,0.0
20050414:0210,0.0,0.0,0.0,0.0,0.0,8.07,1.52,0.0
20050414:0310,0.0,0.0,0.0,0.0,0.0,8.37,1.45,0.0
20050414:0410,0.0,0.0,0.0,0.0,0.0,8.77,1.45,0.0
20050414:0510,1.78,0.0,9.38,0.32,13.49,9.43,1.1,0.0
20050414:0610,394.77,303.99,169.02,7.85,23.67,12.41,0.34,0.0
20050414:0710,464.48,329.67,233.61,11.83,33.4,14.08,0.55,0.0
20050414:0810,586.62,489.38,232.84,17.08,42.08,15.63,1.1,0.0
20050414:0910,617.68,591.49,169.75,21.64,48.78,16.75,1.45,0.0
20050414:1010,520.81,443.08,190.23,22.64,52.3,17.56,1.79,0.0
20050414:1110,386.08,217.28,253.83,20.56,51.67,18.08,2.14,0.0
20050414:1210,194.54,1.54,240.01,8.41,47.08,18.25,2.83,0.0
20050414:1310,212.35,0.39,259.68,10.51,39.68,17.66,2.97,0.0
20050414:1410,19.73,0.0,36.46,1.38,30.61,17.58,0.0,0.0
20050414:1510,30.64,0.0,50.43,1.9,20.69,17.38,0.0,0.0
20050414:1610,52.12,0.0,76.03,2.87,10.46,16.13,1.72,0.0
20050414:1710,0.0,0.0,2.33,0.09,0.32,14.96,1.72,0.0
20050414:1810,0.0,0.0,0.0,0.0,0.0,13.52,1.86,0.0
20050414:1910,0.0,0.0,0.0,0.0,0.0,12.82,1.52,0.0
20050414:2010,0.0,0.0,0.0,0.0,0.0,11.79,1.31,0.0
20050414:2110,0.0,0.0,0.0,0.0,0.0,11.08,1.17,0.0
20050414:2210,0.0,0.0,0.0,0.0,0.0,10.49,1.24,0.0
20050414:2310,0.0,0.0,0.0,0.0,0.0,10.11,1.17,0.0
20050415:0010,0.0,0.0,0.0,0.0,0.0,10.38,0.83,0.0
20050415:0110,0.0,0.0,0.0,0.0,0.0,10.54,0.55,0.0
20050415:0210,0.0,0.0,0.0,0.0,0.0,10.63,0.28,0.0
20050415:0310,0.0,0.0,0.0,0.0,0.0,10.35,0.34,0.0
20050415:0410,0.0,0.0,0.0,0.0,0.0,9.18,0.97,0.0
20050415:0510,18.06,0.0,33.26,1.14,13.79,9.21,1.03,0.0
20050415:0610,42.17,0.0,63.1,2.17,23.98,11.08,1.31,0.0
20050415:0710,209.52,48.48,203.53,7.53,33.72,12.48,2.0,0.0
20050415:0810,453.49,246.27,292.66,14.21,42.41,13.69,2.0,0.0
20050415:0910,179.33,2.05,218.5,7.56,49.14,14.66,2.34,0.0
20050415:1010,260.0,17.31,296.13,10.78,52.66,15.22,2.28,0.0
20050415:1110,59.84,0.0,85.27,2.93,52.01,16.22,2.9,0.0
20050415:1210,284.66,43.13,305.1,15.14,47.38,16.39,3.31,0.0
20050415:1310,212.81,1.44,256.75,13.09,39.93,17.06,3.31,0.0
20050415:1410,129.14,0.0,164.46,6.21,30.84,16.6,3.03,0.0
20050415:1510,102.71,0.0,134.21,5.07,20.91,16.05,2.69,0.0
20050415:1610,42.63,0.0,64.39,2.43,10.68,14.94,2.07,0.0
20050415:1710,2.51,0.0,10.86,0.41,0.54,13.84,1.03,0.0
20050415:1810,0.0,0.0,0.0,0.0,0.0,12.87,1.1,0.0
20050415:1910,0.0,0.0,0.0,0.0,0.0,11.33,1.59,0.0
20050415:2010,0.0,0.0,0.0,0.0,0.0,10.44,1.59,0.0
20050415:2110,0.0,0.0,0.0,0.0,0.0,9.72,1.52,0.0
20050415:2210,0.0,0.0,0.0,0.0,0.0,9.22,1.38,0.0
20050415:2310,0.0,0.0,0.0,0.0,0.0,8.36,1.66,0.0
20050416:0010,0.0,0.0,0.0,0.0,0.0,7.83,1.66,0.0
20050416:0110,0.0,0.0,0.0,0.0,0.0,7.41,1.66,0.0
20050416:0210,0.0,0.0,0.0,0.0,0.0,7.11,1.79,0.0
20050416:0310,0.0,0.0,0.0,0.0,0.0,7.62,1.79,0.0
20050416:0410,0.0,0.0,0.0,0.0,0.0,8.03,1.93,0.0
20050416:0510,5.79,0.0,16.2,0.56,14.09,9.13,1.72,0.0
20050416:0610,76.99,4.49,98.73,3.43,24.28,11.36,1.72,0.0
20050416:0710,63.75,0.0,88.69,3.05,34.03,12.8,2.0,0.0
20050416:0810,311.34,86.94,283.79,11.19,42.75,14.38,2.28,0.0
20050416:0910,350.46,88.97,328.48,13.41,49.5,15.27,2.69,0.0
20050416:1010,534.32,432.02,206.19,22.82,53.03,15.88,2.83,0.0
20050416:1110,414.71,389.26,111.25,24.87,52.35,16.79,2.97,0.0
20050416:1210,214.66,203.18,86.23,23.43,47.68,17.25,3.1,0.0
20050416:1310,54.62,8.72,62.85,20.24,40.19,17.79,2.83,0.0
20050416:1410,84.87,0.0,114.81,4.33,31.07,17.92,2.41,0.0
20050416:1510,62.92,0.0,89.21,3.37,21.13,17.7,2.28,0.0
20050416:1610,40.92,0.0,62.84,2.37,10.89,16.82,1.59,0.0
20050416:1710,5.18,0.0,15.52,0.59,0.76,15.35,1.52,0.0
20050416:1810,0.0,0.0,0.0,0.0,0.0,13.16,1.86,0.0
20050416:1910,0.0,0.0,0.0,0.0,0.0,11.26,2.07,0.0
20050416:2010,0.0,0.0,0.0,0.0,0.0,9.87,2.28,0.0
20050416:2110,0.0,0.0,0.0,0.0,0.0,9.11,2.34,0.0
20050416:2210,0.0,0.0,0.0,0.0,0.0,8.58,2.41,0.0
20050416:2310,0.0,0.0,0.0,0.0,0.0,8.44,2.62,0.0
20050417:0010,0.0,0.0,0.0,0.0,0.0,8.65,2.76,0.0
20050417:0110,0.0,0.0,0.0,0.0,0.0,8.92,2.76,0.0
20050417:0210,0.0,0.0,0.0,0.0,0.0,9.02,2.76,0.0
20050417:0310,0.0,0.0,0.0,0.0,0.0,9.19,2.69,0.0
20050417:0410,0.0,0.0,0.0,0.0,0.0,9.86,2.83,0.0
20050417:0510,73.44,31.18,67.77,2.4,14.38,11.5,2.9,0.0
20050417:0610,414.78,313.48,176.96,8.29,24.58,14.54,3.03,0.0
20050417:0710,67.11,0.0,93.8,3.22,34.35,16.07,2.0,0.0
20050417:0810,103.75,0.0,137.29,4.72,43.08,18.37,2.14,0.0
20050417:0910,360.25,107.07,333.45,14.03,49.85,20.49,2.41,0.0
20050417:1010,418.45,174.07,340.22,17.81,53.38,21.6,2.55,0.0
20050417:1110,394.83,313.47,178.01,23.17,52.68,22.72,2.48,0.0
20050417:1210,218.52,181.53,116.99,22.46,47.97,23.37,2.55,0.0
20050417:1310,194.11,0.33,244.7,9.02,40.44,22.27,2.83,0.0
20050417:1410,99.15,0.0,133.43,5.04,31.3,21.3,1.45,0.0
20050417:1510,40.4,0.0,62.84,2.37,21.34,19.11,0.9,0.0
20050417:1610,43.95,0.0,66.72,2.52,11.1,17.54,1.17,0.0
20050417:1710,0.0,0.0,4.65,0.18,0.98,16.42,1.38,0.0
20050417:1810,0.0,0.0,0.0,0.0,0.0,15.06,1.66,0.0
20050417:1910,0.0,0.0,0.0,0.0,0.0,14.78,1.38,0.0
20050417:2010,0.0,0.0,0.0,0.0,0.0,13.68,1.72,0.0
20050417:2110,0.0,0.0,0.0,0.0,0.0,12.57,1.38,0.0
20050417:2210,0.0,0.0,0.0,0.0,0.0,12.34,0.97,0.0
20050417:2310,0.0,0.0,0.0,0.0,0.0,12.58,0.69,0.0
20050418:0010,0.0,0.0,0.0,0.0,0.0,11.15,1.38,0.0
20050418:0110,0.0,0.0,0.0,0.0,0.0,10.6,1.17,0.0
20050418:0210,0.0,0.0,0.0,0.0,0.0,10.71,0.76,0.0
20050418:0310,0.0,0.0,0.0,0.0,0.0,10.91,0.48,0.0
20050418:0410,0.0,0.0,0.0,0.0,0.0,10.66,0.48,0.0
20050418:0510,0.0,0.0,0.0,0.0,0.0,10.74,0.69,0.0
20050418:0610,0.0,0.0,0.0,0.0,0.0,11.48,1.24,0.0
20050418:0710,0.0,0.0,0.0,0.0,0.0,11.1,2.48,0.0
20050418:0810,0.0,0.0,0.0,0.0,0.0,12.45,2.41,0.0
20050418:0910,0.0,0.0,0.0,0.0,0.0,13.63,2.0,0.0
20050418:1010,0.0,0.0,0.0,0.0,0.0,14.28,2.28,0.0
20050418:1110,0.0,0.0,0.0,0.0,0.0,14.21,2.9,0.0
20050418:1210,0.0,0.0,0.0,0.0,0.0,13.68,3.24,0.0
20050418:1310,50.6,0.0,73.34,2.52,40.7,12.79,3.52,0.0
20050418:1410,20.98,0.0,37.24,1.41,31.52,11.93,2.97,0.0
20050418:1510,12.19,0.0,25.6,0.97,21.55,11.61,2.76,0.0
20050418:1610,13.38,0.0,27.15,1.03,11.31,10.92,2.83,0.0
20050418:1710,0.0,0.0,3.1,0.12,1.2,10.39,3.24,0.0
20050418:1810,0.0,0.0,0.0,0.0,0.0,10.06,3.1,0.0
20050418:1910,0.0,0.0,0.0,0.0,0.0,9.19,2.83,0.0
20050418:2010,0.0,0.0,0.0,0.0,0.0,9.09,2.76,0.0
20050418:2110,0.0,0.0,0.0,0.0,0.0,9.07,3.1,0.0
20050418:2210,0.0,0.0,0.0,0.0,0.0,9.1,2.97,0.0
20050418:2310,0.0,0.0,0.0,0.0,0.0,9.11,2.76,0.0
20050419:0010,0.0,0.0,0.0,0.0,0.0,9.16,2.55,0.0
20050419:0110,0.0,0.0,0.0,0.0,0.0,9.11,2.41,0.0
20050419:0210,0.0,0.0,0.0,0.0,0.0,9.02,2.21,0.0
20050419:0310,0.0,0.0,0.0,0.0,0.0,9.05,2.0,0.0
20050419:0410,0.0,0.0,0.85,0.03,4.78,9.09,1.79,0.0
20050419:0510,138.94,83.8,86.88,3.16,14.97,9.43,1.79,0.0
20050419:0610,112.88,17.48,125.02,4.42,25.17,10.18,2.28,0.0
20050419:0710,228.37,55.56,216.06,8.05,34.96,11.02,1.86,0.0
20050419:0810,318.99,87.2,288.82,11.39,43.73,11.97,2.0,0.0
20050419:0910,271.35,28.39,294.26,10.81,50.54,12.69,2.21,0.0
20050419:1010,151.88,0.0,188.46,6.47,54.09,13.36,2.34,0.0
20050419:1110,90.57,0.0,119.38,4.1,53.34,13.3,2.62,0.0
20050419:1210,56.23,0.0,80.16,2.75,48.55,13.35,2.21,0.0
20050419:1310,61.37,0.0,86.13,2.96,40.95,13.37,2.21,0.0
20050419:1410,20.83,0.0,37.24,1.41,31.75,13.22,2.14,0.0
20050419:1510,13.19,0.0,27.15,1.03,21.76,13.52,2.83,0.0
20050419:1610,17.83,0.0,33.36,1.26,11.52,13.28,1.93,0.0
20050419:1710,6.26,0.0,17.07,0.64,1.42,12.55,2.0,0.0
20050419:1810,0.0,0.0,0.0,0.0,0.0,11.98,1.93,0.0
20050419:1910,0.0,0.0,0.0,0.0,0.0,11.45,1.45,0.0
20050419:2010,0.0,0.0,0.0,0.0,0.0,11.26,1.59,0.0
20050419:2110,0.0,0.0,0.0,0.0,0.0,10.97,1.66,0.0
20050419:2210,0.0,0.0,0.0,0.0,0.0,10.81,1.79,0.0
20050419:2310,0.0,0.0,0.0,0.0,0.0,10.58,2.0,0.0
20050420:0010,0.0,0.0,0.0,0.0,0.0,10.36,2.21,0.0
20050420:0110,0.0,0.0,0.0,0.0,0.0,10.34,2.48,0.0
20050420:0210,0.0,0.0,0.0,0.0,0.0,10.06,2.62,0.0
20050420:0310,0.0,0.0,0.0,0.0,0.0,9.63,2.69,0.0
20050420:0410,0.0,0.0,2.56,0.09,5.07,9.18,2.55,0.0
20050420:0510,264.12,204.61,103.91,4.13,15.25,9.43,2.48,0.0
20050420:0610,135.18,30.34,137.0,4.92,25.46,10.77,2.62,0.0
20050420:0710,541.56,404.75,234.54,13.21,35.26,12.84,3.03,0.0
20050420:0810,379.12,143.09,303.75,12.86,44.05,14.44,3.59,0.0
20050420:0910,295.6,42.48,308.95,11.66,50.88,15.22,4.21,0.0
20050420:1010,93.66,0.0,123.65,4.25,54.44,15.26,4.07,0.0
20050420:1110,127.05,0.0,160.32,5.51,53.67,13.27,2.9,0.0
20050420:1210,184.04,0.32,223.34,7.7,48.83,12.77,3.03,0.0
20050420:1310,209.96,0.57,251.97,9.34,41.19,13.2,3.79,0.0
20050420:1410,158.01,0.0,193.17,7.29,31.97,12.62,4.69,0.0
20050420:1510,12.67,0.0,26.38,1.0,21.97,13.0,4.0,0.0
20050420:1610,59.58,0.0,83.01,3.13,11.73,11.42,3.86,0.0
20050420:1710,7.88,0.0,19.39,0.73,1.64,10.74,2.34,0.0
20050420:1810,0.0,0.0,0.0,0.0,0.0,9.52,2.69,0.0
20050420:1910,0.0,0.0,0.0,0.0,0.0,9.4,3.24,0.0
20050420:2010,0.0,0.0,0.0,0.0,0.0,9.07,3.52,0.0
20050420:2110,0.0,0.0,0.0,0.0,0.0,8.8,3.38,0.0
20050420:2210,0.0,0.0,0.0,0.0,0.0,8.57,3.31,0.0
20050420:2310,0.0,0.0,0.0,0.0,0.0,8.24,3.38,0.0
20050421:0010,0.0,0.0,0.0,0.0,0.0,7.82,3.31,0.0
20050421:0110,0.0,0.0,0.0,0.0,0.0,7.28,3.1,0.0
20050421:0210,0.0,0.0,0.0,0.0,0.0,6.93,2.69,0.0
20050421:0310,0.0,0.0,0.0,0.0,0.0,6.63,2.55,0.0
20050421:0410,0.0,0.0,0.85,0.03,5.35,6.48,2.48,0.0
20050421:0510,3.23,0.0,11.94,0.41,15.53,7.23,2.28,0.0
20050421:0610,69.0,0.0,92.95,3.19,25.74,8.54,3.31,0.0
20050421:0710,73.14,0.0,98.07,3.37,35.55,9.68,2.97,0.0
20050421:0810,98.46,0.0,127.06,4.36,44.36,10.87,2.28,0.0
20050421:0910,93.27,0.0,121.09,4.16,51.22,10.48,2.14,0.0
20050421:1010,58.15,0.0,81.01,2.78,54.78,9.29,2.69,0.0
